Restaurant,Item,Calories
del-taco,8 Layer Veggie Burrito,530
del-taco,Bean & Cheese Burrito,450
del-taco,Beyond Meat 8 Layer Burrito,550
del-taco,Chicken Crunch Burrito,460
del-taco,Chicken Rollers,250
del-taco,Crispy Jumbo Shrimp Burrito,780
del-taco,Del Beef Burrito,500
del-taco,Del Combo Burrito,470
del-taco,Epic Cali Bacon Burrito,1030
del-taco,Epic Crispy Chicken & Guac Burrito,890
del-taco,Epic Fresh Avocado Burrito,840
del-taco,Epic Loaded Queso Burrito,880
del-taco,Epic Original Mex Burrito,730
del-taco,Fresca Bowl,490
del-taco,Grilled Chicken Burrito,530
del-taco,"Jacked Up Value Bean, Rice & Cheese Burrito",290
del-taco,Macho Combo Burrito,950
del-taco,Wet Burrito Plato,1250
del-taco,3 Layer Queso Nachos,270
del-taco,Chicken Quesadilla,550
del-taco,Chicken Quesadilla Snacker,190
del-taco,Chips & Queso Dip,290
del-taco,Mini Quesadilla,130
del-taco,Quesadilla,460
del-taco,Queso Loaded Nachos,550
del-taco,Chicken Bacon Avocado Salad,550
del-taco,Signature Taco Salad,550
del-taco,Breakfast Burrito,430
del-taco,Breakfast Rollers,290
del-taco,Breakfast Toasted Wrap,370
del-taco,Double Cheese Breakfast Taco,180
del-taco,Epic Scrambler Burrito,960
del-taco,Hashbrown Sticks,230
del-taco,Bacon Double Del Cheeseburger,740
del-taco,Double Del Cheeseburger,690
del-taco,Caramel Cheesecake Bites,460
del-taco,Chocolate Shake,250
del-taco,Donut Bites,240
del-taco,Mexican Chocolate Shake,560
del-taco,Mini Churro Dipper Shake,450
del-taco,Mini Churros,200
del-taco,Mini Shake Poppers,260
del-taco,Oreo Horchata Shake,590
del-taco,Strawberry Shake,240
del-taco,Vanilla Shake,220
del-taco,Blueberry Lemonade Poppers,80
del-taco,Hot Coffee,10
del-taco,Iced Coffee,140
del-taco,Iced Tea,0
del-taco,Peach Lemonade Poppers,40
del-taco,Simply Orange Juice,160
del-taco,Strawberry Lemonade,35
del-taco,Bean & Cheese Cup,320
del-taco,Carne Asada Fries,810
del-taco,Chili Cheddar Fries,570
del-taco,Chips & Guac,170
del-taco,Crinkle Cut Fries,160
del-taco,Deluxe Chili Cheddar Fries,610
del-taco,Guacamole Side,60
del-taco,Mini Taco Salad,130
del-taco,Queso Loaded Fries,650
panda-express,Asian Chicken,340
panda-express,Beyond Orange Chicken,440
panda-express,Black Pepper Chicken,280
panda-express,Grilled Asian Chicken,300
panda-express,Grilled Teriyaki Chicken,300
panda-express,Honey Sesame Chicken Breast,490
panda-express,Kung Pao Chicken,290
panda-express,Mushroom Chicken,220
panda-express,Orange Chicken,370
panda-express,Potato Chicken,190
panda-express,String Bean Chicken Breast,190
panda-express,Sweet & Sour Chicken Breast,300
panda-express,SweetFire Chicken Breast,380
panda-express,Teriyaki Chicken,340
panda-express,Chicken Egg Roll,200
panda-express,Chicken Potsticker,220
panda-express,Cream Cheese Rangoon,190
panda-express,Hot & Sour Soup,120
panda-express,Veggie Spring Roll,160
panda-express,Beijing Beef,470
panda-express,Black Pepper Angus Steak,180
panda-express,Broccoli Beef,150
panda-express,China Mist Iced Tea&reg;,0
panda-express,Diet Pepsi&reg;,0
panda-express,Dr Pepper&reg;,113
panda-express,Lipton Brisk Raspberry&reg;,110
panda-express,Lipton No Calorie Brisk Peach&reg;,0
panda-express,Mountain Dew&reg;,140
panda-express,Mug Root Beer&reg;,130
panda-express,Pepsi&reg;,130
panda-express,Sierra Mist&reg;,130
panda-express,Sobe Lean&reg;,0
panda-express,Tropicana Fruit Punch&reg;,140
panda-express,Tropicana Lemonade&reg;,130
panda-express,Tropicana Pink Lemonade&reg;,130
panda-express,Kids Asian Chicken,200
panda-express,Kids Beijing Beef,520
panda-express,Kids Beyond Orange Chicken,330
panda-express,Kids Black Pepper Angus Steak,140
panda-express,Kids Black Pepper Chicken,140
panda-express,Kids Broccoli Beef,100
panda-express,Kids Brown Steamed Rice,310
panda-express,Kids Chili Crisp Shrimp,160
panda-express,Kids Chow Mein,280
panda-express,Kids Eggplant Tofu,250
panda-express,Kids Fried Rice,350
panda-express,Kids Golden Treasure Shrimp,230
panda-express,Kids Grilled Asian Chicken,180
panda-express,Kids Grilled Teriyaki Chicken,180
panda-express,Kids Honey Walnut Shrimp,200
panda-express,Kids Kung Pao Chicken,190
panda-express,Kids Mixed Veggies (Entree),35
panda-express,Kids Mixed Veggies (Side),70
panda-express,Kids Mushroom Chicken,130
panda-express,Kids Orange Chicken,290
panda-express,Kids Potato Chicken,150
panda-express,Kids String Bean Chicken Breast,120
panda-express,Kids Sweet & Sour Chicken Breast,290
panda-express,Kids SweetFire Chicken Breast,330
panda-express,Kids Teriyaki Chicken,200
panda-express,Kids White Steamed Rice,240
panda-express,Kids Wok-fired Shrimp,140
panda-express,Chili Sauce,10
panda-express,Fortune Cookies,32
panda-express,Hot Mustard,10
panda-express,Plum Sauce,15
panda-express,Potsticker Sauce,10
panda-express,Soy Sauce,5
panda-express,Sweet & Sour Sauce,70
panda-express,Teriyaki Sauce,70
panda-express,Chili Crisp Shrimp,210
panda-express,Golden Treasure Shrimp,360
panda-express,Honey Walnut Shrimp,360
panda-express,Steamed Ginger Fish,200
panda-express,Wok-fired Shrimp,190
panda-express,Chow Fun,410
panda-express,Chow Mein,510
panda-express,Fried Rice,520
panda-express,Steamed Brown Rice,420
panda-express,Steamed White Rice,380
panda-express,Super Greens Side,90
panda-express,Eggplant & Tofu,340
panda-express,Super Greens,45
krispy-kreme,Asiago Cheese Bagel,300
krispy-kreme,Blueberry Bagel,270
krispy-kreme,Blueberry Muffin,380
krispy-kreme,Chocolate Chip Muffin,440
krispy-kreme,Cinnamon Coffee Cake Muffin,450
krispy-kreme,Cinnamon Raisin Bagel,250
krispy-kreme,Cinnamon Roll,670
krispy-kreme,Corn Muffin,310
krispy-kreme,Everything Bagel,280
krispy-kreme,Glazed Cinnamon Roll,640
krispy-kreme,Glazed Honey Bun,320
krispy-kreme,Jumbo White Iced Honey Bun,561
krispy-kreme,Lemon Poppy Seed Muffin,430
krispy-kreme,Onion Bagel,260
krispy-kreme,Plain Bagel,260
krispy-kreme,Poppy Seed Bagel,280
krispy-kreme,Sesame Bagel,280
krispy-kreme,Triple Berry Muffin,300
krispy-kreme,Wholegrain Bagel,290
krispy-kreme,0.5% Low-Fat Milk,100
krispy-kreme,1% Chocolate Milk,150
krispy-kreme,1% Low-Fat Milk,110
krispy-kreme,1.5% Reduced-Fat Milk,120
krispy-kreme,2% Reduced-Fat Milk,130
krispy-kreme,3.25% Milk,150
krispy-kreme,Berries & Kreme Chiller,620
krispy-kreme,Beverage Chocolate Drizzle,8
krispy-kreme,Cappuccino with 2% Milk,200
krispy-kreme,Cappuccino with Skim Milk,75
krispy-kreme,Caramel Iced Coffee,210
krispy-kreme,Caramel Latte with 2% Milk,353
krispy-kreme,Caramel Latte with Skim Milk,315
krispy-kreme,Caramel Mocha Latte,263
krispy-kreme,Caramel Mocha with 2% Milk,263
krispy-kreme,Caramel Mocha with Skim Milk,225
krispy-kreme,Caramel Shot,109
krispy-kreme,Chocolate Iced Coffee,150
krispy-kreme,Chocolate Shot,95
krispy-kreme,Chocolate Whole Milk,200
krispy-kreme,Dark Roast Coffee,3
krispy-kreme,Decaf Coffee,3
krispy-kreme,Decaffeinated House Blend Coffee,3
krispy-kreme,Espresso Shot,
krispy-kreme,Fat-Free Chocolate Milk,130
krispy-kreme,Fat-Free Milk,90
krispy-kreme,Frozen Caramel Latte,331
krispy-kreme,Frozen Lemonade,203
krispy-kreme,Frozen Mocha,315
krispy-kreme,Frozen Vanilla Latte,308
krispy-kreme,Hazelnut Latte with 2% Milk,248
krispy-kreme,Hazelnut Latte with Skim Milk,210
krispy-kreme,Hazelnut Shot,143
krispy-kreme,Horizon Chocolate Organic Milk Box,180
krispy-kreme,Horizon Plain Organic Milk Box,110
krispy-kreme,Hot Chocolate with 2% Milk,368
krispy-kreme,Hot Chocolate with Water,225
krispy-kreme,Hot or Iced Americano,4
krispy-kreme,House Blend Coffee,3
krispy-kreme,Iced Caramel Latte with 2% Milk,323
krispy-kreme,Iced Caramel Latte with Skim Milk,301
krispy-kreme,Iced Caramel Mocha Latte,225
krispy-kreme,Iced Caramel Mocha with 2% Milk,233
krispy-kreme,"Iced Caramel Mocha, with Skim Milk",210
krispy-kreme,Iced Coffee,34
krispy-kreme,Iced Hazelnut Coffee,135
krispy-kreme,Iced Hazelnut Latte with 2% Milk,188
krispy-kreme,Iced Hazelnut Latte with Skim Milk,165
krispy-kreme,Iced Latte with 2% Milk,98
krispy-kreme,Iced Latte with Skim Milk,60
krispy-kreme,Iced Mocha with 2% Milk,248
krispy-kreme,"Iced Mocha, with Skim Milk",233
krispy-kreme,Iced Skinny Caramel Latte,165
krispy-kreme,Iced Skinny Latte,60
krispy-kreme,Iced Skinny Vanilla Latte,68
krispy-kreme,Iced Vanilla Latte with 2% Milk,158
krispy-kreme,Iced Vanilla Latte with Skim Milk,143
krispy-kreme,Latte with 2% Milk,143
krispy-kreme,Lemonade Chiller,210
krispy-kreme,Mocha Latte with 2% Milk,293
krispy-kreme,Mocha Latte with Skim Milk,285
krispy-kreme,Mocha with 2% Milk,293
krispy-kreme,"Mocha, with Skim Milk",285
krispy-kreme,Original Kreme Shot,109
krispy-kreme,Skinny Cappuccino,83
krispy-kreme,Skinny Caramel Latte,210
krispy-kreme,Skinny Latte,105
krispy-kreme,Skinny Vanilla Latte,105
krispy-kreme,Strawberry Chiller,200
krispy-kreme,Strawberry Organic Milk Box,200
krispy-kreme,Vanilla Iced Coffee,113
krispy-kreme,Vanilla Latte with 2% Milk,225
krispy-kreme,Vanilla Latte with Skim Milk,188
krispy-kreme,Vanilla Organic Milk Box,190
krispy-kreme,Vanilla Shot,150
krispy-kreme,Very Berry Chiller,170
krispy-kreme,Whipped Topping,57
krispy-kreme,Apple Cinnamon Medley Oatmeal Topping,70
krispy-kreme,Banana Oatmeal Topping,60
krispy-kreme,Brown Sugar Oatmeal Topping,50
krispy-kreme,Dried Fruit Blend Oatmeal Topping,80
krispy-kreme,Quaker Organic Instant Oatmeal,100
krispy-kreme,Garden Vegetable Cream Cheese,80
krispy-kreme,Plain Cream Cheese,80
krispy-kreme,Reduced-Fat Cream Cheese,60
krispy-kreme,Salted Butter,90
krispy-kreme,Strawberry Reduced-Fat Cream Cheese,80
krispy-kreme,Banana,105
krispy-kreme,Caramel Butterscotch Sundae,450
krispy-kreme,Caramel Butterscotch Topping,190
krispy-kreme,Chocolate Cake Doughnut Shake,650
krispy-kreme,Chocolate Cake Doughnut Sundae,560
krispy-kreme,Chocolate Cone,310
krispy-kreme,Chocolate Shake,750
krispy-kreme,Chocolate Syrup Topping,130
krispy-kreme,Hot Fudge Sundae,460
krispy-kreme,Hot Fudge Topping,210
krispy-kreme,Jelly,35
krispy-kreme,Original Glazed Doughnut Shake,600
krispy-kreme,Original Glazed Doughnut Sundae,460
krispy-kreme,Raspberry Filled Doughnut Shake,630
krispy-kreme,Strawberry Cake Doughnut Sundae,560
krispy-kreme,Strawberry Shake,800
krispy-kreme,Strawberry Sundae,390
krispy-kreme,Strawberry Topping,90
krispy-kreme,Swirl Cone,300
krispy-kreme,Vanilla Cone,290
krispy-kreme,Vanilla Shake,720
krispy-kreme,Apple Fritter Doughnut,350
krispy-kreme,Cake Batter Doughnut,360
krispy-kreme,Caramel Popcorn Doughnut,370
krispy-kreme,Chocolate Iced Cake Doughnut,340
krispy-kreme,Chocolate Iced Custard Filled Doughnut,300
krispy-kreme,Chocolate Iced Doughnut with Kreme Filling,360
krispy-kreme,Chocolate Iced Glazed Cruller Doughnut,240
krispy-kreme,Chocolate Iced Glazed Doughnut,240
krispy-kreme,Chocolate Iced Glazed Doughnut with Halloween Sprinkles,250
krispy-kreme,Chocolate Iced Glazed Doughnut with Sprinkles,250
krispy-kreme,Chocolate Iced Raspberry Filled Doughnut,310
krispy-kreme,Cinnamon Apple Filled Doughnut,270
krispy-kreme,Cinnamon Bun Doughnut,270
krispy-kreme,Cinnamon Sugar Doughnut,190
krispy-kreme,Cinnamon Twist Doughnut,210
krispy-kreme,Cotton Candy Doughnut,300
krispy-kreme,Double Dark Chocolate Doughnut,370
krispy-kreme,Dulce De Leche Doughnut,300
krispy-kreme,Glazed Blueberry Cake Doughnut,300
krispy-kreme,Glazed Blueberry Cake Doughnut Holes,45
krispy-kreme,Glazed Chocolate Cake Doughnut,250
krispy-kreme,Glazed Chocolate Cake Doughnut Holes,43
krispy-kreme,Glazed Cinnamon Doughnut,220
krispy-kreme,Glazed Cruller Cake Doughnut,24264
krispy-kreme,Glazed Doughnut with Kreme Filling,340
krispy-kreme,Glazed Lemon Filled Doughnut,290
krispy-kreme,Glazed Raspberry Filled Doughnut,290
krispy-kreme,Glazed Sour Cream Doughnut,300
krispy-kreme,Jack O-Lantern Doughnut,310
krispy-kreme,Maple Iced Glazed Doughnut,240
krispy-kreme,Mini Chocolate Iced Doughnut with Sprinkles,125
krispy-kreme,Mini Chocolate Iced Glazed Doughnut,115
krispy-kreme,Mini Original Glazed Doughnut,83
krispy-kreme,Monster Batter Doughnut,360
krispy-kreme,New York Cheesecake Doughnut,320
krispy-kreme,Original Glazed Doughnut,190
krispy-kreme,Original Glazed Doughnut Holes,42
krispy-kreme,Powdered Blueberry Filled Doughnut,270
krispy-kreme,Powdered Cake Doughnut,310
krispy-kreme,Powdered Cinnamon Cake Doughnut,250
krispy-kreme,Powdered Lemon Kreme Doughnut,290
krispy-kreme,Powdered Strawberry Filled Doughnut,270
krispy-kreme,Powdered Strawberry Kreme Doughnut,290
krispy-kreme,Pumpkin Spice Cake Doughnut,280
krispy-kreme,Reese's Classic Doughnut,410
krispy-kreme,S'mores Classic Doughnut,350
krispy-kreme,S'mores Fudge Cake Doughnut,360
krispy-kreme,Strawberry Iced Doughnut with Sprinkles,210
krispy-kreme,Strawberry Iced Glazed Doughnut,190
krispy-kreme,Strawberry Shortcake Doughnut,360
krispy-kreme,Traditional Cake Doughnut,290
krispy-kreme,Trick-Or-Treat Doughnut,370
popeyes,Bonafide Mild Chicken Breast,440
popeyes,Bonafide Mild Chicken Leg,160
popeyes,Bonafide Mild Chicken Thigh,280
popeyes,Bonafide Mild Chicken Wing,210
popeyes,Bonafide Spicy Chicken Breast,420
popeyes,Bonafide Spicy Chicken Leg,170
popeyes,Bonafide Spicy Chicken Thigh,260
popeyes,Bonafide Spicy Chicken Wing,210
popeyes,Ghost Pepper Wings,670
popeyes,Sweet 'n Spicy Wings,790
popeyes,Coke,230
popeyes,Diet Coke,0
popeyes,Diet Pepsi,0
popeyes,Dr Pepper,250
popeyes,Fanta Orange,300
popeyes,Fanta Strawberry,300
popeyes,Hawaiian Punch,175
popeyes,Lemonade,62
popeyes,Mango Lemonade,350
popeyes,Mountain Dew,290
popeyes,Pepsi,200
popeyes,Sprite,210
popeyes,Strawberry Lemonade,81
popeyes,Sweet Tea,180
popeyes,Unsweetened Tea,0
popeyes,Bacon Biscuit,400
popeyes,Chicken Biscuit,490
popeyes,Coffee,0
popeyes,Egg & Sausage Biscuit,690
popeyes,Egg Biscuit,510
popeyes,Grits,370
popeyes,Hashbrowns,360
popeyes,Orange Juice,140
popeyes,Sausage & Gravy Biscuit,510
popeyes,Sausage Biscuit,540
popeyes,Chicken Blackened Tenders (3 Pcs),170
popeyes,Chicken Mild Tenders (3pcs),340
popeyes,Chicken Nuggets,381
popeyes,Chicken Nuggets,150
popeyes,Chicken Spicy Tenders (3 Pcs),310
popeyes,Blackberry Cheese Cake Fried Pie,605
popeyes,Chocolate Beignets,366
popeyes,Chocolate Chip Cookies,190
popeyes,Hot Cinnamon Apple Pie,320
popeyes,Hot Sweet Potato Pie,350
popeyes,Mardi Gras Cheesecake,310
popeyes,Mississippi Mud Pie,280
popeyes,Oreo Cheesecake Cup,580
popeyes,Sliced Pecan Pie,410
popeyes,Strawberry Biscuit,290
popeyes,Strawberry Cheesecake Cup,318
popeyes,Wild Berry Beignets,432
popeyes,Bacon &amp; Cheese Chicken Sandwich,830
popeyes,Blackened Bacon & Cheese Chicken Sandwich,680
popeyes,Blackened Bbq Chicken Po' Boy,340
popeyes,Blackened Chicken Sandwich,550
popeyes,Buffalo Ranch Chicken Sandwich,634
popeyes,Chicken & Sausage Jambalaya,220
popeyes,Chicken Livers,1190
popeyes,Chicken Po' Boy,660
popeyes,Chicken Sandwich,699
popeyes,Flounder Fish Sandwich,681
popeyes,Hottie Chicken Sandwich,534
popeyes,Loaded Chicken Wrap,310
popeyes,Shrimp Roll,620
popeyes,Spicy Chicken Sandwich,700
popeyes,Spicy TRUFF Bacon &amp; Cheese Chicken Sandwich,670
popeyes,Spicy TRUFF Chicken Sandwich,530
popeyes,Butterfly Shrimp,420
popeyes,Cajun Fish Filet,380
popeyes,Catfish Fillet,460
popeyes,Popcorn Shrimp,390
popeyes,Barbeque,45
popeyes,Blackened Ranch,120
popeyes,Cocktail,30
popeyes,Creamy Horseradish,130
popeyes,Mardi Gras Mustard,100
popeyes,Ranch,150
popeyes,Sweet Heat,70
popeyes,Tartar Sauce,140
popeyes,Baguette,90
popeyes,Biscuit,260
popeyes,Cajun Fries,260
popeyes,Cheddar Cheese Tortilla,140
popeyes,Cole Slaw,220
popeyes,Corn On The Cob,190
popeyes,Homestyle Mac & Cheese,300
popeyes,Jalapenos,0
popeyes,Mashed Potatoes,110
popeyes,Onion Rings,280
popeyes,Red Beans & Rice,230
marcos-pizza,Brisk Lemon Iced Tea,70
marcos-pizza,Brisk Raspberry Iced Tea,120
marcos-pizza,Brisk Sweet Iced Tea,150
marcos-pizza,Brisk Unsweetened Iced Tea,0
marcos-pizza,Diet Dr Pepper,0
marcos-pizza,Diet Mountain Dew,0
marcos-pizza,Diet Pepsi,0
marcos-pizza,Dole Lemonade,110
marcos-pizza,Dole Strawberry Lemonade,110
marcos-pizza,Dr Pepper,150
marcos-pizza,Gatorade Cool Blue,140
marcos-pizza,Gatorade Fruit Punch,140
marcos-pizza,Gatorade Glacier Freeze,140
marcos-pizza,Lipton Brewed Berry Iced Tea,100
marcos-pizza,Lipton Brewed Sweetened Iced Tea,200
marcos-pizza,Lipton Brewed Unsweetened Iced Tea,0
marcos-pizza,Lipton Iced Tea with Lemon,120
marcos-pizza,Mountain Dew,170
marcos-pizza,Mountain Dew Code Red,280
marcos-pizza,Mountain Dew Voltage,290
marcos-pizza,Mug Root Beer,160
marcos-pizza,Ocean Spray Apple Juice,210
marcos-pizza,Ocean Spray Orange Juice,210
marcos-pizza,Orange Crush,160
marcos-pizza,Pepsi,150
marcos-pizza,Pepsi 0 Sugar,0
marcos-pizza,Pure Leaf Extra Sweet Tea,160
marcos-pizza,Pure Leaf Sweet Tea,100
marcos-pizza,Sierra Mist,150
marcos-pizza,Sobe Lifewater Pomegranate,0
marcos-pizza,Tropicana Fruit Punch,330
marcos-pizza,Tropicana Lemonade,300
marcos-pizza,Tropicana Pink Lemonade,300
marcos-pizza,Wild Cherry Pepsi,160
marcos-pizza,Bagel,260
marcos-pizza,Bagel with Cream Cheese,324
marcos-pizza,Chocolate Milk,150
marcos-pizza,English Muffin,130
marcos-pizza,English Muffin with Cream Cheese,194
marcos-pizza,Milk,130
marcos-pizza,Bagel for Breakfast Sandwich,260
marcos-pizza,Butter for Breakfast Sandwich,8
marcos-pizza,Cheddar Cheese for Breakfast Sandwich,57
marcos-pizza,Egg for Breakfast Sandwich,60
marcos-pizza,English Muffin for Breakfast Sandwich,130
marcos-pizza,Garlic Butter for Breakfast Sandwich,5
marcos-pizza,Ham for Breakfast Sandwich,23
marcos-pizza,Italian Sausage for Breakfast Sandwich,115
marcos-pizza,Mushrooms for Breakfast Sandwich,4
marcos-pizza,Parmesan Cheese for Breakfast Sandwich,11
marcos-pizza,Signature Pizza Sauce for Breakfast Sandwich,8
marcos-pizza,Tomatoes for Breakfast Sandwich,5
marcos-pizza,Anchovies for Pizza Bowl,33
marcos-pizza,Bacon for Pizza Bowl,100
marcos-pizza,Banana Peppers for Pizza Bowl,4
marcos-pizza,Black Olives for Pizza Bowl,40
marcos-pizza,Build Your Own Pizza Bowl Base,216
marcos-pizza,Cheddar Cheese for Pizza Bowl,228
marcos-pizza,Cheese for Pizza Bowl,186
marcos-pizza,Classic Pepperoni for Pizza Bowl,105
marcos-pizza,Extra Cheese for Pizza Bowl,95
marcos-pizza,Feta Cheese for Pizza Bowl,125
marcos-pizza,Garlic Sauce for Pizza Bowl,82
marcos-pizza,Green Olives for Pizza Bowl,47
marcos-pizza,Green Peppers for Pizza Bowl,4
marcos-pizza,Grilled Chicken for Pizza Bowl,42
marcos-pizza,Ground Beef for Pizza Bowl,92
marcos-pizza,Ham for Pizza Bowl,39
marcos-pizza,Italian Sausage for Pizza Bowl,138
marcos-pizza,Jalapenos for Pizza Bowl,4
marcos-pizza,Meatballs for Pizza Bowl,114
marcos-pizza,Mushrooms for Pizza Bowl,5
marcos-pizza,Old World Pepperoni for Pizza Bowl,126
marcos-pizza,Onions for Pizza Bowl,9
marcos-pizza,Parmesan Cheese for Pizza Bowl,27
marcos-pizza,Pineapple for Pizza Bowl,21
marcos-pizza,Red Onions for Pizza Bowl,9
marcos-pizza,Roma Seasoning for Pizza Bowl,24
marcos-pizza,Romesan Seasoning for Pizza Bowl,28
marcos-pizza,Salami for Pizza Bowl,79
marcos-pizza,Shaved Parmesan Cheese for Pizza Bowl,38
marcos-pizza,Signature Pizza Sauce for Pizza Bowl,30
marcos-pizza,Spinach for Pizza Bowl,4
marcos-pizza,Steak for Pizza Bowl,50
marcos-pizza,Tomato Slices for Pizza Bowl,2
marcos-pizza,Bacon for Calzone,67
marcos-pizza,Banana Peppers for Calzone,8
marcos-pizza,Black Olives for Calzone,53
marcos-pizza,Cheddar Cheese for Calzone,171
marcos-pizza,Classic Pepperoni for Calzone,88
marcos-pizza,Extra Cheese for Calzone,142
marcos-pizza,Feta Cheese for Calzone,100
marcos-pizza,Green Olives for Calzone,62
marcos-pizza,Green Peppers for Calzone,6
marcos-pizza,Grilled Chicken for Calzone,67
marcos-pizza,Ground Beef for Calzone,110
marcos-pizza,Ham for Calzone,39
marcos-pizza,Italian Sausage for Calzone,153
marcos-pizza,Jalapenos for Calzone,8
marcos-pizza,Meatballs for Calzone,142
marcos-pizza,Mushrooms for Calzone,4
marcos-pizza,Onions for Calzone,11
marcos-pizza,Shaved Parmesan Cheese for Calzone,54
marcos-pizza,Steak for Calzone,80
marcos-pizza,All Meat Calzone,1170
marcos-pizza,Chicken Classico Calzone,1027
marcos-pizza,Deluxe Calzone,1083
marcos-pizza,Pepperoni Calzone,943
marcos-pizza,Cheetos,150
marcos-pizza,Cool Ranch Doritos,150
marcos-pizza,Fritos,160
marcos-pizza,Lays BBQ Chips,150
marcos-pizza,Lays Classic Chips,170
marcos-pizza,Lays Kettle Cooked Chips,160
marcos-pizza,Lays Sour Cream & Onion,160
marcos-pizza,Nacho Cheese Doritos,140
marcos-pizza,Latte with Almond Milk,48
marcos-pizza,Latte with Coconut Milk,63
marcos-pizza,Latte with Skim Milk,63
marcos-pizza,Latte with Soy Milk,70
marcos-pizza,Latte with Whole Milk,115
marcos-pizza,CinnaSquares,78
marcos-pizza,Double Chocolate Brownie,339
marcos-pizza,Blue Cheese Cup,200
marcos-pizza,Jalapeno Ranch Dip Sauce,200
marcos-pizza,Ranch Cup,200
marcos-pizza,Banana Peppers Side,5
marcos-pizza,Caesar Dressing,230
marcos-pizza,Crushed Red Pepper Packets,5
marcos-pizza,Garlic Parmesan Sauce Side,149
marcos-pizza,Garlic Sauce Cup,200
marcos-pizza,Greek Dressing,220
marcos-pizza,Icing Packet,201
marcos-pizza,Italian Dressing (Fat Free),15
marcos-pizza,Jalapenos Side,5
marcos-pizza,Parmesan Cheese Packets,17
marcos-pizza,Ranch Dressing,210
marcos-pizza,Signature Pizza Sauce Side,11
marcos-pizza,Tangy BBQ Sauce Cup,108
marcos-pizza,Anchovies for Kids Pizza,17
marcos-pizza,Bacon for Kids Pizza,106
marcos-pizza,Black Olives for Kids Pizza,42
marcos-pizza,Classic Pepperoni for Kids Pizza,105
marcos-pizza,Green Peppers for Kids Pizza,5
marcos-pizza,Grilled Chicken for Kids Pizza,33
marcos-pizza,Kids Cheese Pizza,539
marcos-pizza,Old World Pepperoni for Kids Pizza,112
marcos-pizza,Onions for Kids Pizza,9
marcos-pizza,Pineapple for Kids Pizza,17
marcos-pizza,Tomatoes for Kids Pizza,13
marcos-pizza,Caramel Sauce,260
